,Complaint,CustCareScore,AgentBonus,Age,CustTenure,NumberOfPolicy,MonthlyIncome,ExistingPolicyTenure,SumAssured,LastMonthCalls,Channel_Online,Channel_Third Party Partner,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,EducationField_Engineer,EducationField_Graduate,EducationField_MBA,EducationField_Post Graduate,EducationField_Under Graduate,Gender_Male,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Zone_North,Zone_South,Zone_West,PaymentMethod_Monthly,PaymentMethod_Quarterly,PaymentMethod_Yearly,ExistingProdType_2.0,ExistingProdType_3.0,ExistingProdType_4.0,ExistingProdType_5.0,ExistingProdType_6.0,ClusterLabel
2474,1,3,4810.0,29,29,4,22906.0,6,928380.0,8,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2475,0,4,2068.0,2,10,6,20675.0,1,312193.0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2476,1,3,7907.0,8,16,4,37654.0,13,1059584.0,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2477,0,3,6967.0,42,28,6,24212.8,14,1156552.0,8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
2478,0,2,3505.0,14,4,4,25034.0,5,504685.0,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2479,0,3,2953.0,12,12,6,26849.0,1,389847.0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2480,0,2,4603.0,23,5,6,23015.0,2,791716.0,9,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2481,0,5,2249.0,13,4,6,22488.0,1,332822.0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2482,1,2,2643.0,3,5,4,26426.0,1,393747.0,5,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2483,0,5,4644.0,9,5,3,21111.0,5,705952.0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2484,0,5,5252.0,32,32,3,35012.0,16,672230.0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2485,0,3,2531.0,5,10,4,23013.0,1,354400.0,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2486,0,2,6137.0,37,25,3,24548.0,6,625974.0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2487,0,5,4563.0,18,14,6,38023.0,9,479090.0,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2488,0,5,4653.0,23,19,4,23267.0,1,707317.0,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2489,0,3,2758.0,8,11,3,22980.0,1,463277.0,5,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2490,1,4,2816.0,8,3,5,21659.0,1,563134.0,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2491,0,4,2705.0,11,14,4,20808.0,1,302964.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2492,1,5,2217.0,11,7,3,20159.0,5,385843.0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2493,0,3,5475.0,27,16,4,36498.0,7,859528.0,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2494,0,3,2134.0,9,4,3,21343.0,1,382040.0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2495,0,3,3083.0,12,3,3,20554.0,6,326809.0,5,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2496,0,2,4863.0,19,5,4,18594.8,6,919054.0,8,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
2497,0,3,5251.0,11,5,5,21003.0,13,871625.0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
2498,0,3,4835.0,19,10,3,21021.0,6,686546.0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
2499,0,2,2956.0,18,6,6,26869.0,2,561562.0,9,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2500,0,3,8144.0,33,41,3,32575.0,6,1539169.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2501,0,5,8521.0,43,26,4,35503.0,7,1261067.0,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2502,0,4,3784.0,11,19,3,21021.0,7,438918.0,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2503,0,2,3447.0,7,14,6,28723.0,7,468759.0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2504,0,2,5646.0,17,34,3,23527.0,14,852618.0,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2505,0,5,5811.0,35,35,4,36318.0,2,935552.0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2506,0,4,4311.0,13,26,4,22687.0,11,456916.0,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2507,0,2,3336.0,17,17,4,22237.0,7,530352.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2508,0,5,4670.0,28,5,4,21225.0,2,784476.0,8,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
2509,1,2,4955.0,5,10,3,27528.0,2,659020.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2510,0,3,4366.0,17,4,5,17181.8,10,868784.0,9,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2511,1,5,7375.0,44,22,4,27264.2,15,1364451.0,8,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2512,0,5,2187.0,9,7,3,21865.0,2,397943.0,4,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2513,0,2,2358.0,14,14,5,21440.0,6,283008.0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2514,1,2,4696.0,9,19,4,26089.0,1,920420.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2515,0,3,4808.0,19,19,4,28281.0,1,538470.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2516,1,3,3977.0,4,12,6,28407.0,5,409629.0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2517,0,3,2261.0,5,7,4,20550.0,2,404630.0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2518,0,2,5403.0,27,5,3,28437.0,5,772633.0,8,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2519,0,5,4917.0,5,20,4,22351.0,1,521225.0,3,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2520,0,5,5627.0,23,34,3,22508.0,2,917201.0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2521,0,2,4941.0,20,15,5,35292.0,12,790541.0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2522,0,2,6172.0,37,37,3,24687.0,12,1049198.0,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2523,0,3,2549.0,8,8,4,23174.0,4,418059.0,10,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2524,0,5,6973.0,7,14,4,26834.4,3,718186.0,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
2525,0,2,2888.0,14,9,4,22212.0,6,415809.0,8,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2526,1,5,2504.0,8,15,3,25039.0,4,490764.0,6,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2527,1,2,5431.0,27,5,6,25863.0,2,874428.0,9,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2528,0,5,3257.0,16,13,5,23262.0,1,436395.0,8,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2529,1,5,5088.0,20,20,4,21198.0,13,981891.0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2530,0,5,4771.0,5,24,3,22719.0,2,930343.0,3,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2531,0,2,4503.0,9,23,4,34641.0,5,761063.0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2532,0,3,6003.0,12,30,3,27081.6,12,708330.0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2533,1,4,2237.0,13,11,5,20335.0,1,404870.0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2534,0,5,2939.0,6,18,6,16940.0,1,432018.0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2535,1,2,4043.0,12,4,4,25268.0,6,772190.0,8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
2536,0,5,5463.0,22,16,4,22763.0,1,1048919.0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2537,0,4,5829.0,12,29,4,23316.0,2,827718.0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
2538,0,3,3093.0,19,12,3,23794.0,2,349534.0,8,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
2539,1,3,4783.0,19,10,3,20797.0,8,918396.0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
2540,0,5,5190.0,16,16,3,25948.0,3,934128.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2541,0,3,6956.0,42,28,4,28984.0,4,1356451.0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2542,0,5,5608.0,11,28,6,35052.0,1,925373.0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2543,0,2,3548.0,21,7,5,27291.0,4,397357.0,8,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2544,1,4,3365.0,13,7,6,24034.0,5,578739.0,10,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2545,0,3,2780.0,8,8,4,23164.0,3,280748.0,3,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2546,0,4,5214.0,26,16,3,20857.0,5,537068.0,2,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2547,0,3,7070.0,35,42,4,28281.0,8,1067608.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2548,0,2,2988.0,9,6,5,24904.0,1,525972.0,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2549,1,3,9490.0,38,57,4,37959.0,2,1423463.0,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2550,1,4,2965.0,15,18,3,21182.0,1,409236.0,5,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2551,0,3,6182.0,19,31,5,24729.0,6,834604.0,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2552,0,3,3088.0,15,15,5,20584.0,2,586644.0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2553,0,2,8065.0,32,48,5,36657.0,13,814519.0,8,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2554,0,3,2466.0,2,5,4,20553.0,6,399550.0,7,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2555,1,4,5122.0,10,10,4,21343.0,1,962996.0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2556,0,5,2254.0,11,7,6,20490.0,1,304277.0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2557,1,2,2429.0,7,7,3,22079.0,2,395876.0,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2558,0,2,4084.0,16,25,6,22690.0,2,453346.0,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2559,0,2,2878.0,3,17,3,22138.0,3,561198.0,3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2560,0,5,3588.0,11,14,3,23917.0,5,484319.0,8,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2561,0,2,2890.0,14,12,4,20644.0,1,410403.0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2562,1,3,3648.0,11,22,4,28059.0,5,390301.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2563,0,4,5323.0,16,27,5,21293.0,5,1022064.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
2564,0,2,5411.0,5,16,3,22546.0,1,925288.0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2565,1,3,8771.0,26,18,3,35084.0,22,973581.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2566,0,2,4637.0,19,14,6,21076.0,2,676961.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2567,1,3,3379.0,10,20,4,24136.0,8,371694.0,8,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2568,0,4,4740.0,19,14,6,33859.0,4,616234.0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2569,0,5,4888.0,20,5,4,24442.0,7,831028.0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
2570,1,5,2314.0,12,12,4,21036.0,1,453536.0,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2571,0,5,4085.0,8,16,6,21498.0,3,481985.0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2572,0,2,4162.0,4,4,4,21904.0,5,715823.0,3,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2573,1,2,7214.0,22,36,3,37970.0,6,1370717.0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2574,0,2,5095.0,15,5,4,21230.0,2,779566.0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2575,0,2,5368.0,11,5,4,25561.0,2,665608.0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2576,1,5,2973.0,3,3,3,24779.0,6,505492.0,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2577,0,3,3492.0,7,17,4,20540.0,7,614557.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2578,0,2,3489.0,17,21,6,26838.0,2,408206.0,11,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2579,0,3,2326.0,12,2,3,21148.0,3,404773.0,9,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2580,0,2,2957.0,3,9,6,22743.0,3,369574.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2581,1,2,5068.0,20,10,3,21116.0,2,775380.0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2582,0,2,3068.0,18,12,4,27891.0,1,481678.0,9,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2583,0,2,3603.0,18,22,4,24018.0,1,399900.0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2584,0,5,4519.0,5,18,3,25103.0,2,722966.0,9,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
2585,0,5,6284.0,19,19,3,26182.0,11,785460.0,8,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2586,0,3,3210.0,10,19,5,16928.4,5,603484.0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2587,1,4,6007.0,30,24,5,27304.0,15,1087245.0,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2588,0,2,4510.0,23,14,3,20502.0,1,635972.0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2589,1,5,3699.0,15,22,4,19466.0,11,699024.0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2590,1,5,2181.0,11,13,6,21805.0,2,257299.0,8,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2591,0,2,4342.0,9,13,4,19738.0,2,772940.0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2592,0,4,2340.0,14,2,6,21276.0,4,297226.0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2593,0,4,5361.0,11,21,5,23308.0,4,686188.0,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
2594,0,2,4272.0,4,17,3,22485.0,1,743354.0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
2595,0,2,3600.0,14,7,3,21177.0,4,421211.0,9,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2596,0,3,6644.0,40,7,5,26577.0,7,976705.0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
2597,1,2,5545.0,33,11,3,23104.0,2,1036908.0,5,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2598,0,4,5090.0,15,15,3,23137.0,3,631177.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
2599,1,2,3468.0,14,3,4,21678.0,2,534146.0,9,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2600,0,2,5416.0,22,16,5,27078.0,10,595716.0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2601,0,2,5298.0,32,5,4,23034.0,4,911225.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
2602,0,2,4832.0,29,29,4,23010.0,7,961588.0,11,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
2603,0,4,2624.0,8,3,3,23853.0,2,280750.0,9,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2604,1,5,6061.0,24,18,4,25253.0,7,648497.0,4,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2605,0,2,3912.0,23,12,3,26082.0,1,758986.0,9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2606,0,4,4915.0,5,20,6,25869.0,3,860144.0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2607,0,2,5627.0,17,34,3,17181.8,7,1069138.0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2608,0,2,5620.0,17,34,6,23417.0,4,927313.0,8,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2609,1,5,5786.0,29,23,6,28932.0,3,1035766.0,13,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2610,0,2,8318.0,17,17,4,33271.0,6,1538784.0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
2611,0,2,4136.0,8,17,3,37598.0,5,785798.0,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
2612,0,4,4295.0,26,26,6,23862.0,3,854737.0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2613,0,3,2998.0,18,6,6,27250.0,2,464613.0,8,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2614,0,2,6400.0,19,26,4,37646.0,12,1107169.0,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2615,0,2,4913.0,5,10,5,22332.0,1,967869.0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2616,1,2,2274.0,14,2,5,20673.0,2,293350.0,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
2617,0,3,5431.0,5,11,6,26160.0,5,841743.0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2618,1,2,5790.0,17,17,4,26318.0,3,1059563.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2619,0,3,4433.0,4,9,4,22165.0,4,828971.0,5,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
2620,1,5,3867.0,23,19,3,32227.0,2,727041.0,14,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
