,Timestamp,InventoryType,Ad - Length,Ad- Width,Ad Size,Ad Type,Platform,Device Type,Format,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Fee,Revenue,CTR,CPM,CPC,ClusterLabel,sil_width
11277,2020-11-6-0,Format5,720,300,216000,Inter219,Video,Desktop,Video,292661,198555,166850,17345,1946.33,0.35,1265.12,0.104,11.67,0.11,4,0.6053529741061636
11278,2020-10-26-14,Format5,720,300,216000,Inter222,Video,Desktop,Display,436655,245817,211411,26105,1946.47,0.35,1265.21,0.1235,9.21,0.07,4,0.5752707693242642
11279,2020-10-25-0,Format5,720,300,216000,Inter219,Video,Desktop,Video,250098,164350,140511,17333,1947.51,0.35,1265.88,0.1234,13.86,0.11,4,0.5964510431064974
11280,2020-10-12-10,Format6,336,250,84000,Inter229,Video,Desktop,Video,381370,225359,191828,23887,1947.8,0.35,1266.07,0.1245,10.15,0.08,4,0.24757195516854583
11281,2020-9-23-8,Format6,336,250,84000,Inter226,Web,Mobile,Video,2156712,977782,910649,5523,1947.88,0.35,1266.12,0.0061,2.14,0.35,3,0.34006729089245824
11282,2020-10-7-0,Format5,720,300,216000,Inter223,Web,Mobile,Display,393311,236779,204271,19105,1948.01,0.35,1266.2,0.0935,9.54,0.1,4,0.6009127994836471
11283,2020-9-9-17,Format3,480,70,33600,inter230,Video,Mobile,Video,1989344,998095,954526,5197,1948.16,0.35,1266.3,0.0054,2.04,0.37,3,0.5736238691930584
11284,2020-9-30-18,Format3,480,70,33600,Inter223,Web,Mobile,Video,3219850,1127508,1007210,8256,1948.33,0.35,1266.41,0.0082,1.93,0.24,3,0.4828784625379456
11285,2020-11-22-21,Format5,720,300,216000,Inter225,Video,Mobile,Video,538185,256681,196157,27449,1948.43,0.35,1266.48,0.1399,9.93,0.07,4,0.567405070591249
11286,2020-11-22-13,Format3,480,70,33600,Inter226,Web,Mobile,Video,2730272,1163940,1104765,5425,1948.74,0.35,1266.68,0.0049,1.76,0.36,3,0.5239514352799313
11287,2020-11-17-10,Format3,480,70,33600,Inter221,App,Mobile,Video,2269602,1050811,995516,4916,1948.95,0.35,1266.82,0.0049,1.96,0.4,3,0.5617990297896934
11288,2020-11-8-7,Format6,336,250,84000,Inter229,Video,Desktop,Video,1841460,774030,727028,3794,1949.05,0.35,1266.88,0.0052,2.68,0.51,3,0.3761535198522465
11289,2020-9-2-8,Format3,480,70,33600,inter230,Video,Mobile,Video,991709,640641,607006,3462,1949.21,0.35,1266.99,0.0057,3.21,0.56,3,0.5853076951460774
11290,2020-10-16-4,Format2,728,90,65520,Inter226,Web,Mobile,Display,2125403,1167627,1103170,1102,1949.27,0.35,1267.02,0.001,1.77,1.77,3,0.3060264164543214
11291,2020-11-17-9,Format3,480,70,33600,Inter228,Video,Mobile,Video,2231828,1032330,979003,4711,1949.9,0.35,1267.43,0.0048,1.99,0.41,3,0.5658170095851407
11292,2020-10-18-12,Format6,336,250,84000,Inter220,Web,Mobile,Display,2497870,991677,917120,5872,1950.16,0.35,1267.6,0.0064,2.13,0.33,3,0.33411154648157027
11293,2020-10-21-21,Format3,480,70,33600,Inter229,Video,Desktop,Display,4305091,1443726,1344785,7856,1950.43,0.35,1267.78,0.0058,1.45,0.25,3,0.3531809605800254
11294,2020-9-18-0,Format1,300,250,75000,inter230,Video,Mobile,Display,2186707,1233346,1213216,2353,1950.52,0.35,1267.84,0.0019,1.61,0.83,3,0.34383937997297015
11295,2020-9-9-20,Format7,300,600,180000,Inter229,Video,Desktop,Video,525487,260514,215767,22318,1950.64,0.35,1267.92,0.1034,9.04,0.09,4,0.17462118479580557
11296,2020-10-12-21,Format5,720,300,216000,Inter219,Video,Desktop,Display,555273,241357,206887,27951,1951.41,0.35,1268.41,0.1351,9.43,0.07,4,0.5616283736922747
11297,2020-11-10-21,Format3,480,70,33600,Inter226,Web,Mobile,Video,5111490,1774721,1634793,8182,1951.93,0.35,1268.76,0.005,1.19,0.24,3,0.2091941065490793
11298,2020-10-27-15,Format3,480,70,33600,Inter228,Video,Mobile,Video,2337516,950289,884771,5450,1952.23,0.35,1268.95,0.0062,2.21,0.36,3,0.5698744544658605
11299,2020-11-3-16,Format5,720,300,216000,Inter222,Video,Desktop,Video,424078,217193,188538,25171,1952.39,0.35,1269.06,0.1335,10.36,0.08,4,0.5861682194878732
11300,2020-9-26-11,Format5,720,300,216000,inter230,Video,Mobile,Video,282234,198114,172199,22367,1952.65,0.35,1269.23,0.1299,11.34,0.09,4,0.6019950711985339
11301,2020-11-16-20,Format6,336,250,84000,Inter229,Video,Desktop,Display,4642985,1664303,1558547,7824,1952.81,0.35,1269.32,0.005,1.25,0.25,3,0.035904577045211085
11302,2020-10-30-16,Format5,720,300,216000,Inter219,Video,Desktop,Video,380160,214418,185370,25106,1953.6,0.35,1269.84,0.1354,10.54,0.08,4,0.5868192648599317
11303,2020-11-18-7,Format3,480,70,33600,Inter223,Web,Mobile,Display,1131366,666704,643628,2734,1953.93,0.35,1270.06,0.0042,3.04,0.71,3,0.5681286353018401
11304,2020-11-24-13,Format5,720,300,216000,Inter223,Web,Mobile,Display,241921,173485,135655,17393,1954.03,0.35,1270.12,0.1282,14.4,0.11,4,0.5916207117274576
11305,2020-10-14-4,Format2,728,90,65520,Inter229,Video,Desktop,Display,2254059,1200112,1132085,1181,1954.08,0.35,1270.15,0.001,1.73,1.65,3,0.29808006069318
11306,2020-9-4-16,Format6,336,250,84000,Inter228,Video,Mobile,Video,388056,216466,190865,23669,1954.35,0.35,1270.33,0.124,10.24,0.08,4,0.2464968933549398
11307,2020-11-6-3,Format4,120,600,72000,Inter227,App,Mobile,Display,141578,111543,92842,12481,1954.65,0.35,1270.52,0.1344,21.05,0.16,1,0.4135902154005535
11308,2020-11-18-8,Format3,480,70,33600,Inter218,App,Mobile,Video,1241248,725596,700148,3146,1955.68,0.35,1271.2,0.0045,2.79,0.62,3,0.5852125241217168
11309,2020-10-31-16,Format3,480,70,33600,Inter224,Web,Desktop,Video,1480006,802894,760537,4374,1955.79,0.35,1271.26,0.0058,2.57,0.45,3,0.6003616018078052
11310,2020-11-9-11,Format3,480,70,33600,inter230,Video,Mobile,Video,1703558,889110,849829,4830,1955.89,0.35,1271.33,0.0057,2.3,0.4,3,0.59142811767439
11311,2020-10-18-2,Format1,300,250,75000,Inter229,Video,Desktop,Video,1694721,1167091,1127482,3016,1956.54,0.35,1271.75,0.0027,1.74,0.65,3,0.4128847524544865
11312,2020-9-7-3,Format4,120,600,72000,Inter219,Video,Desktop,Display,144719,118248,101324,16898,1956.65,0.35,1271.82,0.1668,19.31,0.12,1,0.36794756072214113
11313,2020-10-7-3,Format4,120,600,72000,Inter227,App,Mobile,Video,188877,142314,120307,16627,1956.8,0.35,1271.92,0.1382,16.27,0.12,1,0.3725559391845127
11314,2020-9-23-8,Format5,720,300,216000,Inter218,App,Mobile,Video,285281,186662,163337,21201,1957.05,0.35,1272.08,0.1298,11.98,0.09,4,0.6047454991383062
11315,2020-11-6-16,Format5,720,300,216000,Inter229,Video,Desktop,Display,349498,222689,183121,24927,1957.05,0.35,1272.08,0.1361,10.69,0.08,4,0.5880160864635653
11316,2020-9-6-12,Format6,336,250,84000,Inter228,Video,Mobile,Video,358660,219667,185181,19263,1957.29,0.35,1272.24,0.104,10.57,0.1,4,0.21653813789972468
11317,2020-9-23-21,Format5,720,300,216000,Inter227,App,Mobile,Display,422022,236841,205992,24655,1957.34,0.35,1272.27,0.1197,9.5,0.08,4,0.5863694513874664
11318,2020-11-1-17,Format3,480,70,33600,Inter229,Video,Desktop,Video,2128664,991828,939433,5724,1957.34,0.35,1272.27,0.0061,2.08,0.34,3,0.5674252820733339
11319,2020-9-26-3,Format4,120,600,72000,Inter222,Video,Desktop,Video,134139,106220,89257,13174,1957.47,0.35,1272.36,0.1476,21.93,0.15,1,0.40091248278282987
11320,2020-11-16-13,Format3,480,70,33600,Inter227,App,Mobile,Display,3226676,1252521,1179202,5904,1957.61,0.35,1272.45,0.005,1.66,0.33,3,0.479218782172651
11321,2020-11-20-11,Format3,480,70,33600,Inter217,Web,Desktop,Display,2136451,1049351,995659,4355,1957.73,0.35,1272.52,0.0044,1.97,0.45,3,0.5647662990209332
11322,2020-9-29-19,Format3,480,70,33600,Inter225,Video,Mobile,Display,2658554,1222363,1170045,7055,1958.06,0.35,1272.74,0.006,1.67,0.28,3,0.5003033303077679
11323,2020-9-21-7,Format3,480,70,33600,Inter220,Web,Mobile,Video,1067765,619170,591295,3904,1958.47,0.35,1273.0,0.0066,3.31,0.5,3,0.5843657923181338
11324,2020-9-14-10,Format5,720,300,216000,Inter217,Web,Desktop,Video,365367,214134,190918,23247,1958.86,0.35,1273.26,0.1218,10.26,0.08,4,0.5972216413298417
11325,2020-11-16-17,Format3,480,70,33600,Inter226,Web,Mobile,Video,2447765,1214770,1158694,5297,1959.47,0.35,1273.66,0.0046,1.69,0.37,3,0.5252276040625573
11326,2020-10-22-8,Format5,720,300,216000,Inter229,Video,Desktop,Display,195979,152002,131471,17512,1959.78,0.35,1273.86,0.1332,14.91,0.11,4,0.58619208096976
11327,2020-11-3-22,Format5,720,300,216000,Inter227,App,Mobile,Display,683781,260748,217742,24842,1959.79,0.35,1273.87,0.1141,9.0,0.08,4,0.5793212430632507
11328,2020-10-26-12,Format3,480,70,33600,Inter221,App,Mobile,Display,2751203,1043558,964930,7045,1960.04,0.35,1274.03,0.0073,2.03,0.28,3,0.5276386640093834
11329,2020-10-27-7,Format3,480,70,33600,Inter218,App,Mobile,Display,1916941,964169,901531,3994,1960.27,0.35,1274.17,0.0044,2.17,0.49,3,0.5788116602262621
11330,2020-11-21-18,Format3,480,70,33600,Inter222,Video,Desktop,Video,3052688,1355860,1284636,5810,1960.83,0.35,1274.54,0.0045,1.53,0.34,3,0.4664388099361066
11331,2020-9-18-19,Format3,480,70,33600,Inter218,App,Mobile,Display,2436849,1162934,1118072,6273,1961.07,0.35,1274.7,0.0056,1.75,0.31,3,0.5263547686588167
11332,2020-9-14-10,Format3,480,70,33600,Inter222,Video,Desktop,Video,1445075,731669,703174,4780,1961.2,0.35,1274.78,0.0068,2.79,0.41,3,0.5963926639064486
11333,2020-9-3-1,Format1,300,250,75000,Inter219,Video,Desktop,Video,1870873,1251943,1222945,2612,1961.23,0.35,1274.8,0.0021,1.6,0.75,3,0.37093999195443367
11334,2020-10-4-21,Format5,720,300,216000,inter230,Video,Mobile,Display,498319,251926,208013,23032,1961.23,0.35,1274.8,0.1107,9.43,0.09,4,0.5936649932585505
11335,2020-11-23-20,Format5,720,300,216000,Inter217,Web,Desktop,Video,590020,249957,212583,35870,1961.24,0.35,1274.81,0.1687,9.23,0.05,4,0.533206836580529
11336,2020-11-16-15,Format5,720,300,216000,Inter223,Web,Mobile,Display,491278,251615,218235,30132,1961.29,0.35,1274.84,0.1381,8.99,0.07,4,0.540505882560871
11337,2020-9-19-6,Format1,300,250,75000,Inter223,Web,Mobile,Display,1911832,1051850,1030658,2214,1961.84,0.35,1275.2,0.0021,1.9,0.89,3,0.3763806774814041
11338,2020-10-4-3,Format4,120,600,72000,Inter222,Video,Desktop,Display,162061,131708,109794,14899,1962.48,0.35,1275.61,0.1357,17.87,0.13,1,0.3969423140451745
11339,2020-9-3-19,Format3,480,70,33600,Inter218,App,Mobile,Display,3577375,1294679,1198529,8463,1962.73,0.35,1275.77,0.0071,1.64,0.23,3,0.4281015343843038
11340,2020-9-3-19,Format3,480,70,33600,Inter225,Video,Mobile,Video,2388628,1172090,1105463,6389,1963.15,0.35,1276.05,0.0058,1.78,0.31,3,0.5276179079947193
11341,2020-9-10-8,Format3,480,70,33600,Inter219,Video,Desktop,Video,2046928,1029996,978961,4842,1963.19,0.35,1276.07,0.0049,2.01,0.41,3,0.5698668440057548
11342,2020-11-5-15,Format5,720,300,216000,Inter225,Video,Mobile,Video,269308,185692,147335,19905,1963.24,0.35,1276.1,0.1351,13.32,0.1,4,0.6005842686740624
11343,2020-9-29-19,Format3,480,70,33600,Inter222,Video,Desktop,Video,3892045,1256612,1124578,8849,1963.27,0.35,1276.12,0.0079,1.75,0.22,3,0.41501944034622107
11344,2020-11-3-17,Format5,720,300,216000,Inter221,App,Mobile,Video,471443,234149,203612,27451,1963.57,0.35,1276.32,0.1348,9.64,0.07,4,0.5667288191673711
11345,2020-10-25-14,Format5,720,300,216000,Inter225,Video,Mobile,Display,442759,246842,213531,27041,1964.2,0.35,1276.73,0.1266,9.2,0.07,4,0.5679817683910738
11346,2020-10-10-17,Format3,480,70,33600,Inter218,App,Mobile,Display,2649827,1065612,991923,6049,1964.32,0.35,1276.81,0.0061,1.98,0.32,3,0.5386724952551408
11347,2020-11-21-6,Format4,120,600,72000,Inter224,Web,Desktop,Video,143751,116470,95737,12013,1964.48,0.35,1276.91,0.1255,20.52,0.16,1,0.42047274612454755
11348,2020-11-22-10,Format3,480,70,33600,Inter220,Web,Mobile,Display,1673180,814170,787342,3775,1964.52,0.35,1276.93,0.0048,2.5,0.52,3,0.591891575457085
11349,2020-11-3-4,Format2,728,90,65520,Inter218,App,Mobile,Display,1892390,1120917,1063603,1161,1965.17,0.35,1277.36,0.0011,1.85,1.69,3,0.31678965552106897
11350,2020-9-10-7,Format7,300,600,180000,Inter224,Web,Desktop,Display,1952058,969196,920189,4630,1965.27,0.35,1277.43,0.005,2.14,0.42,3,0.001678755262134949
11351,2020-9-30-7,Format3,480,70,33600,Inter229,Video,Desktop,Video,1784607,851679,778588,5064,1965.41,0.35,1277.52,0.0065,2.52,0.39,3,0.5932201694327489
11352,2020-10-30-7,Format5,720,300,216000,Inter225,Video,Mobile,Video,204565,149114,131091,21595,1965.55,0.35,1277.6,0.1647,14.99,0.09,4,0.579120801215053
11353,2020-11-20-13,Format6,336,250,84000,Inter226,Web,Mobile,Video,2385267,1016896,966384,4208,1966.16,0.35,1278.0,0.0044,2.03,0.47,3,0.36535606425129663
11354,2020-9-7-12,Format3,480,70,33600,Inter222,Video,Desktop,Display,2637807,1145021,1062250,7182,1966.54,0.35,1278.25,0.0068,1.85,0.27,3,0.5150369197476375
11355,2020-9-3-18,Format6,336,250,84000,Inter218,App,Mobile,Display,3099214,1217406,1129431,7864,1966.76,0.35,1278.39,0.007,1.74,0.25,3,0.26827680137771137
11356,2020-10-8-21,Format5,720,300,216000,Inter224,Web,Desktop,Video,526547,265957,229470,26431,1966.87,0.35,1278.47,0.1152,8.57,0.07,4,0.5659825104525552
11357,2020-9-10-1,Format1,300,250,75000,Inter221,App,Mobile,Video,1848163,1264973,1227423,2917,1966.9,0.35,1278.48,0.0024,1.6,0.67,3,0.3823574652128361
11358,2020-9-5-1,Format1,300,250,75000,Inter219,Video,Desktop,Video,1846589,1279672,1247134,2763,1968.5,0.35,1279.53,0.0022,1.58,0.71,3,0.3722418993925655
11359,2020-11-5-4,Format2,728,90,65520,Inter218,App,Mobile,Video,2131752,1173310,1101943,1246,1968.55,0.35,1279.56,0.0011,1.79,1.58,3,0.3047692770090371
11360,2020-9-29-18,Format3,480,70,33600,inter230,Video,Mobile,Display,3284488,1121837,1003885,8326,1968.66,0.35,1279.63,0.0083,1.96,0.24,3,0.47864174633897005
11361,2020-10-1-10,Format5,720,300,216000,inter230,Video,Mobile,Video,344118,212009,185970,23815,1968.91,0.35,1279.79,0.1281,10.59,0.08,4,0.5946441661549738
11362,2020-11-21-16,Format3,480,70,33600,Inter221,App,Mobile,Display,2686518,1192571,1125451,5921,1968.94,0.35,1279.81,0.0053,1.75,0.33,3,0.5169028318144574
11363,2020-10-6-10,Format3,480,70,33600,Inter228,Video,Mobile,Display,2479132,909279,856368,5562,1969.37,0.35,1280.09,0.0065,2.3,0.35,3,0.5661902910103775
11364,2020-9-2-17,Format3,480,70,33600,Inter220,Web,Mobile,Video,1797795,1017558,966296,5535,1969.5,0.35,1280.17,0.0057,2.04,0.36,3,0.5715548584072063
11365,2020-9-9-3,Format2,728,90,65520,Inter225,Video,Mobile,Video,2293693,1399909,1314795,1350,1969.93,0.35,1280.45,0.001,1.5,1.46,3,0.2669468728875947
11366,2020-10-7-21,Format5,720,300,216000,Inter219,Video,Desktop,Display,584969,278751,234906,24188,1970.21,0.35,1280.64,0.103,8.39,0.08,4,0.5733200227133273
11367,2020-9-8-16,Format5,720,300,216000,Inter221,App,Mobile,Display,424155,223215,197492,24007,1970.32,0.35,1280.71,0.1216,9.98,0.08,4,0.5920338060400255
11368,2020-9-11-16,Format5,720,300,216000,Inter225,Video,Mobile,Display,374079,215604,190814,21649,1970.35,0.35,1280.73,0.1135,10.33,0.09,4,0.6032248373462872
11369,2020-9-17-20,Format5,720,300,216000,Inter217,Web,Desktop,Video,570695,268721,235582,29226,1970.44,0.35,1280.79,0.1241,8.36,0.07,4,0.5415234059218064
11370,2020-10-12-18,Format6,336,250,84000,Inter220,Web,Mobile,Display,2842289,1107494,1027489,6686,1970.65,0.35,1280.92,0.0065,1.92,0.29,3,0.3130469049829727
11371,2020-11-17-18,Format3,480,70,33600,Inter229,Video,Desktop,Video,2182600,1161579,1114036,4778,1970.74,0.35,1280.98,0.0043,1.77,0.41,3,0.5440553818890818
11372,2020-9-22-0,Format1,300,250,75000,Inter229,Video,Desktop,Video,2306178,1316790,1297497,2439,1971.38,0.35,1281.4,0.0019,1.52,0.81,3,0.3204320210009232
11373,2020-9-21-10,Format7,300,600,180000,Inter226,Web,Mobile,Video,2603905,1008171,939534,6945,1971.53,0.35,1281.49,0.0074,2.1,0.28,4,0.03604674755498399
11374,2020-9-11-7,Format3,480,70,33600,Inter225,Video,Mobile,Display,1903101,1079913,1032139,4532,1971.69,0.35,1281.6,0.0044,1.91,0.44,3,0.5642994996268739
11375,2020-10-10-19,Format3,480,70,33600,Inter217,Web,Desktop,Video,2846298,1141467,1059530,6920,1972.32,0.35,1282.01,0.0065,1.86,0.29,3,0.5111706369413574
11376,2020-9-27-19,Format3,480,70,33600,Inter223,Web,Mobile,Display,3181526,1120181,1011691,8157,1972.36,0.35,1282.04,0.0081,1.95,0.24,3,0.4846219332886601
11377,2020-10-16-0,Format5,720,300,216000,Inter223,Web,Mobile,Video,297316,199845,167908,13798,1972.76,0.35,1282.29,0.0822,11.75,0.14,4,0.581096400150551
11378,2020-11-24-10,Format5,720,300,216000,Inter223,Web,Mobile,Display,221758,160342,130146,18422,1973.2,0.35,1282.58,0.1415,15.16,0.11,4,0.5837407549065042
11379,2020-11-18-6,Format1,300,250,75000,Inter223,Web,Mobile,Video,1915718,953228,932399,2111,1973.25,0.35,1282.61,0.0023,2.12,0.93,3,0.3805068272228501
11380,2020-11-4-4,Format6,336,250,84000,Inter224,Web,Desktop,Video,2124561,1233958,1166298,1407,1973.79,0.35,1282.96,0.0012,1.69,1.4,3,0.1962901317881917
11381,2020-11-24-11,Format3,480,70,33600,Inter222,Video,Desktop,Video,2210789,1024380,972946,4044,1973.84,0.35,1282.99,0.0042,2.03,0.49,3,0.5621266440943703
11382,2020-10-24-21,Format5,720,300,216000,Inter229,Video,Desktop,Display,606668,288612,228995,22879,1974.03,0.35,1283.12,0.0999,8.62,0.09,4,0.5805210012499475
11383,2020-11-6-4,Format6,336,250,84000,Inter229,Video,Desktop,Display,2454212,1206534,1133055,1349,1974.07,0.35,1283.14,0.0012,1.74,1.46,3,0.18890978066612496
11384,2020-9-14-20,Format5,720,300,216000,Inter223,Web,Mobile,Video,543478,258400,228371,28218,1974.34,0.35,1283.32,0.1236,8.65,0.07,4,0.5540884841304896
11385,2020-9-20-11,Format3,480,70,33600,Inter229,Video,Desktop,Display,1391257,787653,756909,5092,1974.6,0.35,1283.49,0.0067,2.61,0.39,3,0.5954666705239663
11386,2020-11-17-16,Format3,480,70,33600,Inter220,Web,Mobile,Display,2915942,1169480,1092877,5918,1974.74,0.35,1283.58,0.0054,1.81,0.33,3,0.5112425255667389
11387,2020-11-19-22,Format5,720,300,216000,Inter219,Video,Desktop,Display,472199,239044,202219,27167,1975.05,0.35,1283.78,0.1343,9.77,0.07,4,0.5692756636454629
11388,2020-11-24-11,Format5,720,300,216000,Inter225,Video,Mobile,Display,217326,158465,125978,17407,1975.19,0.35,1283.87,0.1382,15.68,0.11,4,0.5764292809479936
11389,2020-9-12-21,Format5,720,300,216000,Inter226,Web,Mobile,Display,544095,252564,219649,25585,1975.43,0.35,1284.03,0.1165,8.99,0.08,4,0.5764845713299152
11390,2020-11-3-9,Format3,480,70,33600,Inter229,Video,Desktop,Video,2260501,1055465,994993,4333,1975.94,0.35,1284.36,0.0044,1.99,0.46,3,0.5591748322032957
11391,2020-9-30-9,Format5,720,300,216000,Inter229,Video,Desktop,Video,301260,195883,168073,19431,1976.0,0.35,1284.4,0.1156,11.76,0.1,4,0.6074791775503251
11392,2020-9-9-8,Format3,480,70,33600,Inter228,Video,Mobile,Video,2104215,1034467,971666,4763,1976.22,0.35,1284.54,0.0049,2.03,0.41,3,0.5682906034544173
11393,2020-10-28-4,Format2,728,90,65520,Inter220,Web,Mobile,Video,2523058,1155011,1084064,1231,1976.36,0.35,1284.63,0.0011,1.82,1.61,3,0.29535240071163693
11394,2020-10-16-7,Format6,336,250,84000,Inter229,Video,Desktop,Video,189958,141363,123637,17304,1976.78,0.35,1284.91,0.14,15.99,0.11,4,0.16213229171971286
11395,2020-11-23-17,Format7,300,600,180000,Inter227,App,Mobile,Display,3194831,1304676,1241994,5609,1976.91,0.35,1284.99,0.0045,1.59,0.35,3,0.03193911429172664
11396,2020-10-22-8,Format3,480,70,33600,Inter220,Web,Mobile,Display,2088440,972483,913625,4425,1976.98,0.35,1285.03,0.0048,2.16,0.45,3,0.5757392802223675
11397,2020-11-16-13,Format5,720,300,216000,Inter227,App,Mobile,Video,459433,234750,188883,23129,1977.27,0.35,1285.22,0.1225,10.47,0.09,4,0.5976064699391317
11398,2020-9-3-7,Format4,120,600,72000,Inter228,Video,Mobile,Display,179286,134378,110502,15599,1977.29,0.35,1285.24,0.1412,17.89,0.13,1,0.38654443374966657
11399,2020-9-1-17,Format3,480,70,33600,Inter221,App,Mobile,Display,3035921,1230604,1153063,7439,1977.29,0.35,1285.24,0.0065,1.71,0.27,3,0.4800758057238331
11400,2020-9-24-11,Format6,336,250,84000,Inter219,Video,Desktop,Video,2106949,944879,873362,5922,1977.46,0.35,1285.35,0.0068,2.26,0.33,3,0.32516756903814753
11401,2020-10-2-15,Format7,300,600,180000,inter230,Video,Mobile,Display,353904,215219,189169,23782,1977.57,0.35,1285.42,0.1257,10.45,0.08,4,0.1810873577206266
11402,2020-11-2-18,Format3,480,70,33600,Inter224,Web,Desktop,Display,2261420,1091539,1042444,5732,1978.14,0.35,1285.79,0.0055,1.9,0.35,3,0.5495067261083892
11403,2020-9-17-19,Format3,480,70,33600,Inter227,App,Mobile,Video,2506712,1206903,1154558,6395,1978.91,0.35,1286.29,0.0055,1.71,0.31,3,0.5150510950120734
11404,2020-11-22-13,Format5,720,300,216000,Inter224,Web,Desktop,Video,418885,234363,184761,26733,1978.94,0.35,1286.31,0.1447,10.71,0.07,4,0.5740826257211614
11405,2020-11-11-18,Format5,720,300,216000,Inter227,App,Mobile,Video,530673,273651,225573,26055,1979.49,0.35,1286.67,0.1155,8.78,0.08,4,0.5701597564361485
11406,2020-9-24-17,Format5,720,300,216000,Inter223,Web,Mobile,Video,411538,242456,211375,26237,1980.29,0.35,1287.19,0.1241,9.37,0.08,4,0.5747500008499782
11407,2020-9-28-11,Format5,720,300,216000,Inter223,Web,Mobile,Video,353052,212858,179093,20633,1980.41,0.35,1287.27,0.1152,11.06,0.1,4,0.606476172425769
11408,2020-9-10-17,Format5,720,300,216000,Inter221,App,Mobile,Display,368873,217778,186502,18770,1981.15,0.35,1287.75,0.1006,10.62,0.11,4,0.6051840014881897
11409,2020-10-9-3,Format4,120,600,72000,Inter225,Video,Mobile,Video,171828,130628,108235,14980,1981.41,0.35,1287.91,0.1384,18.31,0.13,1,0.39399138500510444
11410,2020-11-6-15,Format5,720,300,216000,Inter225,Video,Mobile,Video,219254,160436,136583,21689,1981.42,0.35,1287.92,0.1588,14.51,0.09,4,0.5840295967911997
11411,2020-11-3-20,Format3,480,70,33600,Inter222,Video,Desktop,Display,4273689,1467576,1387511,7456,1981.59,0.35,1288.03,0.0054,1.43,0.27,3,0.3489061196397854
11412,2020-9-19-17,Format3,480,70,33600,Inter228,Video,Mobile,Video,2670653,1123479,1055917,7731,1982.69,0.35,1288.75,0.0073,1.88,0.26,3,0.5100256058016355
11413,2020-10-31-16,Format5,720,300,216000,Inter227,App,Mobile,Display,397911,221658,191585,25551,1982.83,0.35,1288.84,0.1334,10.35,0.08,4,0.5830182484618562
11414,2020-9-13-10,Format3,480,70,33600,Inter223,Web,Mobile,Display,2393851,1003783,943539,6000,1983.03,0.35,1288.97,0.0064,2.1,0.33,3,0.5556294751155346
11415,2020-9-10-19,Format3,480,70,33600,Inter219,Video,Desktop,Display,2620933,1234490,1192238,5886,1983.33,0.35,1289.16,0.0049,1.66,0.34,3,0.5087548986815909
11416,2020-11-5-17,Format4,120,600,72000,Inter228,Video,Mobile,Video,174336,140397,118341,25053,1983.5,0.35,1289.27,0.2117,16.76,0.08,1,0.23441605501997437
11417,2020-9-3-8,Format3,480,70,33600,Inter227,App,Mobile,Display,1776859,970473,907756,4871,1983.74,0.35,1289.43,0.0054,2.19,0.41,3,0.5820099984503755
11418,2020-10-12-6,Format1,300,250,75000,Inter222,Video,Desktop,Display,1656195,1035632,1000614,2787,1983.74,0.35,1289.43,0.0028,1.98,0.71,3,0.4290944412797682
11419,2020-10-5-14,Format5,720,300,216000,Inter226,Web,Mobile,Video,347970,209500,183566,24169,1983.93,0.35,1289.55,0.1317,10.81,0.08,4,0.5924298457365308
11420,2020-10-20-3,Format4,120,600,72000,Inter218,App,Mobile,Video,159879,124751,104029,13849,1984.01,0.35,1289.6,0.1331,19.07,0.14,1,0.4060257780373341
11421,2020-11-21-21,Format3,480,70,33600,Inter220,Web,Mobile,Display,2587156,1213967,1168348,5339,1984.54,0.35,1289.95,0.0046,1.7,0.37,3,0.5177585148183785
11422,2020-10-26-20,Format3,480,70,33600,Inter225,Video,Mobile,Video,4288605,1473446,1374340,8228,1984.6,0.35,1289.99,0.006,1.44,0.24,3,0.3426486839086552
11423,2020-10-22-22,Format5,720,300,216000,Inter229,Video,Desktop,Display,458188,229036,197399,27589,1984.66,0.35,1290.03,0.1398,10.05,0.07,4,0.5664651773890685
11424,2020-11-22-7,Format3,480,70,33600,inter230,Video,Mobile,Video,1096327,602852,580695,3015,1984.87,0.35,1290.16,0.0052,3.42,0.66,3,0.5764610574920858
11425,2020-11-17-8,Format3,480,70,33600,Inter224,Web,Desktop,Video,1219951,688280,662413,3220,1984.89,0.35,1290.18,0.0049,3.0,0.62,3,0.5856076586199283
11426,2020-9-12-6,Format1,300,250,75000,Inter219,Video,Desktop,Display,1918553,1047443,1023785,2251,1984.99,0.35,1290.24,0.0022,1.94,0.88,3,0.37877673549137925
11427,2020-11-16-7,Format5,720,300,216000,Inter226,Web,Mobile,Display,205146,155634,138432,23870,1985.19,0.35,1290.37,0.1724,14.34,0.08,4,0.5740355123175412
11428,2020-10-31-17,Format3,480,70,33600,Inter229,Video,Desktop,Video,2715401,1064884,999499,5724,1985.2,0.35,1290.38,0.0057,1.99,0.35,3,0.5380233665824306
11429,2020-10-1-7,Format3,480,70,33600,Inter225,Video,Mobile,Video,1826363,769318,711623,4391,1985.34,0.35,1290.47,0.0062,2.79,0.45,3,0.5971212826274868
11430,2020-10-18-17,Format5,720,300,216000,Inter219,Video,Desktop,Display,470048,254900,217790,25586,1985.67,0.35,1290.69,0.1175,9.12,0.08,4,0.5774063244738891
